No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,Time 2,Time 1,,Delay ,,,Delay 2,Delay 1,,Jitter
164,3.622351,fe80::3dfb:9bbe:e62a:b882,fe80::1,DNS,94,Standard query 0xdb2b A api.github.com,,,,,,,,,,,,,,,,,,,
165,3.625515,fe80::1,fe80::3dfb:9bbe:e62a:b882,DNS,110,Standard query response 0xdb2b A api.github.com A 54.169.195.247,,,,,,,,,,,,,,,,,,,
166,3.627033,192.168.1.6,54.169.195.247,TCP,66,52358  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,,,,,,,,,,
167,3.630342,52.74.223.119,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
168,3.633868,fe80::3dfb:9bbe:e62a:b882,fe80::1,DNS,103,Standard query 0xbc3a A collector.githubapp.com,,,,,,,,,,,,,,,,,,,
169,3.63417,192.168.1.6,185.199.108.154,TLSv1.2,153,Application Data,,,,,,,,,,,,,,,,,,,
170,3.634695,192.168.1.6,185.199.108.154,TLSv1.2,402,Application Data,,,,,,,,,,,,,,,,,,,
171,3.635379,52.74.223.119,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
172,3.635379,52.74.223.119,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
173,3.6355,192.168.1.6,52.74.223.119,TCP,54,52357  >  443 [ACK] Seq=2461 Ack=3681 Win=131840 Len=0,,,,,,,,,,,,,,,,,,,
174,3.637692,52.74.223.119,192.168.1.6,TCP,56,443  >  52356 [ACK] Seq=324 Ack=2472 Win=72704 Len=0,,,,,,,,,,,,,,,,,,,
175,3.638745,52.74.223.119,192.168.1.6,TCP,56,443  >  52357 [ACK] Seq=3681 Ack=2461 Win=70656 Len=0,,,,,,,,,,,,,,,,,,,
176,3.647133,54.169.195.247,192.168.1.6,TCP,66,"443  >  52358 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 WS=1024",,,,,,,,,,,,,,,,,,,
177,3.647354,192.168.1.6,54.169.195.247,TCP,54,52358  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
178,3.64805,192.168.1.6,54.169.195.247,TLSv1.3,571,Client Hello,,,,,,,,,,,,,,,,,,,
179,3.653632,185.199.108.154,192.168.1.6,TCP,56,443  >  52351 [ACK] Seq=151 Ack=675 Win=30720 Len=0,,,,,,,,,,,,,,,,,,,
180,3.653632,185.199.108.154,192.168.1.6,TLSv1.2,120,Application Data,,,,,,,,,,,,,,,,,,,
181,3.653938,185.199.108.154,192.168.1.6,TLSv1.2,1336,Application Data,,,,,,,,,,,,,,,,,,,
182,3.654019,192.168.1.6,185.199.108.154,TCP,54,52351  >  443 [ACK] Seq=1023 Ack=1499 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
183,3.654577,192.168.1.6,185.199.108.154,TLSv1.2,92,Application Data,,,,,,,,,,,,,,,,,,,
184,3.664931,192.168.1.6,192.168.1.1,DNS,83,Standard query 0xbc3a A collector.githubapp.com,,,,,,,,,,,,,,,,,,,
185,3.667656,192.168.1.6,118.98.109.81,UDP,818,52039  >  443 Len=776,,,,,,,,,,,,,,,,,,,
186,3.670701,192.168.1.6,52.74.223.119,TCP,54,52356  >  443 [ACK] Seq=2472 Ack=324 Win=131584 Len=0,,,,,,,,,,,,,,,,,,,
187,3.671461,54.169.195.247,192.168.1.6,TLSv1.3,1490,"Server Hello, Change Cipher Spec, Application Data",,,,,,,,,,,,,,,,,,,
188,3.671461,54.169.195.247,192.168.1.6,TCP,1490,443  >  52358 [ACK] Seq=1437 Ack=518 Win=67584 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
189,3.671461,54.169.195.247,192.168.1.6,TLSv1.3,703,"Application Data, Application Data, Application Data",,,,,,,,,,,,,,,,,,,
190,3.671461,118.98.109.81,192.168.1.6,UDP,167,443  >  52039 Len=125,,,,,,,,,,,,,,,,,,,
191,3.671661,192.168.1.6,54.169.195.247,TCP,54,52358  >  443 [ACK] Seq=518 Ack=2873 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
192,3.672104,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
193,3.672104,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
194,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
195,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
196,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
197,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
198,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
199,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
200,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
201,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
202,3.674768,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
203,3.67543,192.168.1.6,54.169.195.247,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,,,,,,,,,,
204,3.676092,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
205,3.676869,192.168.1.6,54.169.195.247,TLSv1.3,733,Application Data,,,,,,,,,,,,,,,,,,,
206,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
207,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
208,3.677108,192.168.1.6,54.169.195.247,TCP,1490,52358  >  443 [ACK] Seq=1261 Ack=3522 Win=131328 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
209,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
210,3.677108,192.168.1.6,54.169.195.247,TCP,1490,52358  >  443 [ACK] Seq=2697 Ack=3522 Win=131328 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
211,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
212,3.677108,192.168.1.6,54.169.195.247,TCP,1490,52358  >  443 [ACK] Seq=4133 Ack=3522 Win=131328 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
213,3.677108,192.168.1.6,54.169.195.247,TCP,1490,52358  >  443 [ACK] Seq=5569 Ack=3522 Win=131328 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
214,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
215,3.677108,192.168.1.6,54.169.195.247,TCP,1490,52358  >  443 [ACK] Seq=7005 Ack=3522 Win=131328 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
216,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
217,3.677108,192.168.1.6,54.169.195.247,TCP,1490,52358  >  443 [ACK] Seq=8441 Ack=3522 Win=131328 Len=1436 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,
218,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
219,3.677108,192.168.1.6,54.169.195.247,TLSv1.3,586,Application Data,,,,,,,,,,,,,,,,,,,
220,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
221,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
222,3.677098,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
223,3.677467,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
224,3.677991,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
225,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
226,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
227,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
228,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
229,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
230,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
231,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
232,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
233,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
234,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
235,3.678676,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
236,3.67925,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
237,3.680302,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
238,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
239,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
240,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
241,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
242,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
243,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
244,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
245,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
246,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
247,3.680588,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
248,3.681903,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
249,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
250,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
251,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
252,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
253,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
254,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
255,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
256,3.683816,140.82.114.25,192.168.1.6,TCP,66,443  >  52319 [ACK] Seq=1 Ack=2 Win=69 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,,,,,
257,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
258,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
259,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
260,3.683816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
261,3.685025,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
262,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
263,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
264,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
265,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
266,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
267,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
268,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
269,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
270,3.685539,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
271,3.687092,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
272,3.688083,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
273,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
274,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
275,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
276,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
277,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
278,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
279,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
280,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
281,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
282,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
283,3.689636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
284,3.690799,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
285,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
286,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
287,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
288,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
289,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
290,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
291,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
292,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
293,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
294,3.69196,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
295,3.692636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
296,3.692636,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
297,3.69326,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
298,3.694179,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
299,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
300,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
301,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
302,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
303,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
304,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
305,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
306,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
307,3.694305,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
308,3.69515,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
309,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
310,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
311,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
312,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
313,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
314,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
315,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
316,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
317,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
318,3.696263,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
319,3.696326,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
320,3.696918,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
321,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
322,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
323,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
324,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
325,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
326,3.700876,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
327,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
328,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
329,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
330,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
331,3.701816,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
332,3.702099,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
333,3.703722,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
334,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
335,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
336,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
337,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
338,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
339,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
340,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
341,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
342,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
343,3.703823,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
344,3.704411,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
345,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
346,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
347,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
348,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
349,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
350,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
351,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
352,3.705905,118.98.109.81,192.168.1.6,UDP,1392,443  >  52039 Len=1350,,,,,,,,,,,,,,,,,,,
353,3.705905,118.98.109.81,192.168.1.6,UDP,1298,443  >  52039 Len=1256,,,,,,,,,,,,,,,,,,,
354,3.705905,118.98.109.81,192.168.1.6,UDP,69,443  >  52039 Len=27,,,,,,,,,,,,,,,,,,,
355,3.706629,192.168.1.6,118.98.109.81,UDP,75,52039  >  443 Len=33,,,,,,,,,,,,,,,,,,,
356,3.706788,54.169.195.247,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
357,3.706788,54.169.195.247,192.168.1.6,TLSv1.3,133,Application Data,,,,,,,,,,,,,,,,,,,
358,3.706788,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=1261 Win=68608 Len=0,,,,,,,,,,,,,,,,,,,
359,3.706788,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=2697 Win=71680 Len=0,,,,,,,,,,,,,,,,,,,
360,3.706885,192.168.1.6,54.169.195.247,TCP,54,52358  >  443 [ACK] Seq=10409 Ack=3680 Win=131072 Len=0,,,,,,,,,,,,,,,,,,,
361,3.707295,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=4133 Win=73728 Len=0,,,,,,,,,,,,,,,,,,,
362,3.708747,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=5569 Win=76800 Len=0,,,,,,,,,,,,,,,,,,,
363,3.709961,fe80::1,fe80::3dfb:9bbe:e62a:b882,DNS,161,Standard query response 0x5af9 A avatars2.githubusercontent.com CNAME github.map.fastly.net A 151.101.8.133,,,,,,,,,,,,,,,,,,,
364,3.709961,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=7005 Win=79872 Len=0,,,,,,,,,,,,,,,,,,,
365,3.710708,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=8441 Win=82944 Len=0,,,,,,,,,,,,,,,,,,,
366,3.7112,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=9877 Win=86016 Len=0,,,,,,,,,,,,,,,,,,,
367,3.713207,54.169.195.247,192.168.1.6,TCP,56,443  >  52358 [ACK] Seq=3680 Ack=10409 Win=89088 Len=0,,,,,,,,,,,,,,,,,,,
368,3.713411,185.199.108.154,192.168.1.6,TCP,56,443  >  52351 [ACK] Seq=1499 Ack=1061 Win=31744 Len=0,,,,,,,,,,,,,,,,,,,
369,3.834985,52.74.223.119,192.168.1.6,TLSv1.3,1446,Application Data,,,,,,,,,,,,,,,,,,,
370,3.834985,52.74.223.119,192.168.1.6,TLSv1.3,361,Application Data,,,,,,,,,,,,,,,,,,,
371,3.835136,192.168.1.6,52.74.223.119,TCP,54,52352  >  443 [ACK] Seq=2443 Ack=5380 Win=132096 Len=0,,,,,,,,,,,,,,,,,,,
372,3.870609,fe80::3dfb:9bbe:e62a:b882,fe80::1,DNS,96,Standard query 0x710e A alive.github.com,,,,,,,,,,,,,,,,,,,
373,3.901858,192.168.1.6,192.168.1.1,DNS,76,Standard query 0x710e A alive.github.com,,,,,,,,,,,,,,,,,,,
